title,url,pageid,state,level,description,instance_of,founded,website,school_district,nces_id,postal_code,wikidata_qid,lat,lon,pageviews_60d,thumbnail,source_category
Richmond Heights High School,https://en.wikipedia.org/wiki/Richmond_Heights_High_School,6616934,Ohio,high,"Public, coeducational high school in Richmond Heights, , Ohio, United States",high school,,https://www.richmondheightsschools.org/,,390465902603,44143,Q7330848,41.55444444,-81.495,0,,Public high schools in Ohio
Ridgedale High School,https://en.wikipedia.org/wiki/Ridgedale_High_School,9111699,Ohio,high,"Public, coeducational high school in Morral, , Ohio, United States",high school,1976,http://www.ridgedaleschools.org/schools/jr___sr__high_school/,Ridgedale Local School District,390484303250,43337,Q7332735,40.6491667,-83.1744444,0,,Public high schools in Ohio
Ridgemont High School (Ohio),https://en.wikipedia.org/wiki/Ridgemont_High_School_(Ohio),9009140,Ohio,high,"Public, coeducational high school in Mt. Victory, , Ohio, United States",high school,,https://www.ridgemont.k12.oh.us/,,390475002906,43340,Q7332778,40.53333333,-83.52833333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Ridgemont_High_School%2C_Ridgeway.jpg/330px-Ridgemont_High_School%2C_Ridgeway.jpg,Public high schools in Ohio
"Ridgewood High School (West Lafayette, Ohio)","https://en.wikipedia.org/wiki/Ridgewood_High_School_(West_Lafayette,_Ohio)",8661021,Ohio,high,"Public high school in West Lafayette, Ohio, United States",high school,,http://www.ridgewood.k12.oh.us,,390464702565,43845,Q7332853,40.27,-81.75694444,0,,Public high schools in Ohio
Ripley–Union–Lewis–Huntington High School,https://en.wikipedia.org/wiki/Ripley–Union–Lewis–Huntington_High_School,8822911,Ohio,high,"School in Ripley, , Ohio, United States",high school,,https://www.rulh.us/highschool_home.aspx,Ripley Union Lewis Huntington School District,390460702421,45167,Q7335612,38.72361111,-83.83222222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/RULH_High_School.JPG/330px-RULH_High_School.JPG,Public high schools in Ohio
Rittman High School,https://en.wikipedia.org/wiki/Rittman_High_School,9633833,Ohio,high,"Public school in Rittman, Ohio, United States",high school,,http://www.rittman.k12.oh.us/,,391002802292,44270,Q7336822,40.97538,-81.796225,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Rittman_High_School_7-25-22_%285%29.jpg/330px-Rittman_High_School_7-25-22_%285%29.jpg,Public high schools in Ohio
"River High School (Hannibal, Ohio)","https://en.wikipedia.org/wiki/River_High_School_(Hannibal,_Ohio)",9126860,Ohio,high,"Public high school in Hannibal, Ohio, United States",high school,,,Switzerland of Ohio Local School District,390486503335,43931,Q7337497,39.6744444,-80.8708333,0,,Public high schools in Ohio
"River Valley High School (Bidwell, Ohio)","https://en.wikipedia.org/wiki/River_Valley_High_School_(Bidwell,_Ohio)",8990979,Ohio,high,"Public high school near Bidwell, Ohio (USA)",high school,,http://www.gallialocal.org/schoolhome.aspx?schoolid=1,Gallia County Local School District,390656804135,45614,Q7337924,38.91472222,-82.28138889,0,,Public high schools in Ohio
"River Valley High School (Caledonia, Ohio)","https://en.wikipedia.org/wiki/River_Valley_High_School_(Caledonia,_Ohio)",6749251,Ohio,high,"Public high school in Caledonia, Ohio, United States",high school,,http://www.rivervalley.k12.oh.us/rivervalleyhs/site/default.asp,River Valley Local School District,390484403255,43314,Q7337926,40.5847222,-83.0136111,0,,Public high schools in Ohio
River View High School (Ohio),https://en.wikipedia.org/wiki/River_View_High_School_(Ohio),8661112,Ohio,high,"Public, coeducational high school in Warsaw, Ohio, United States",high school,,http://www.river-view.k12.oh.us,,390464802570,43844,Q7337940,40.33972222,-81.95944444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/River_View_High_School.jpg/330px-River_View_High_School.jpg,Public high schools in Ohio
Riverdale Local Schools,https://en.wikipedia.org/wiki/Riverdale_Local_Schools,9004191,Ohio,high,"Public, coeducational high school in Mt. Blanchard, , Ohio, United States",high school,,http://www.riverdale.k12.oh.us,,390475102909,45867,Q7338142,40.86638889,-83.51805556,0,,Public high schools in Ohio
"Riverside High School (De Graff, Ohio)","https://en.wikipedia.org/wiki/Riverside_High_School_(De_Graff,_Ohio)",8825495,Ohio,high,"Public, coeducational high school in De Graff, Logan County, Ohio, United States",high school,1960,https://www.riverside.k12.oh.us/,,390480903109,43318,Q7338504,40.31555556,-83.92305556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Riverside_HS%2C_De_Graff.jpg/330px-Riverside_HS%2C_De_Graff.jpg,Public high schools in Ohio
"Riverside High School (Painesville Township, Ohio)","https://en.wikipedia.org/wiki/Riverside_High_School_(Painesville_Township,_Ohio)",8455373,Ohio,high,"Public high school in Painesville Township, Ohio, United States",high school,2017,,Riverside Local School District,391001403033,44077,Q7338511,41.7125,-81.21861111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Riverside_High_School_8-28-22_%282%29.jpg/330px-Riverside_High_School_8-28-22_%282%29.jpg,Public high schools in Ohio
Robert A. Taft Information Technology High School,https://en.wikipedia.org/wiki/Robert_A._Taft_Information_Technology_High_School,6647798,Ohio,high,"Public school in Ohio, United States",high school,1955,http://taftiths.cps-k12.org/,Cincinnati Public Schools,390437500382,45214,Q7341302,39.10944444,-84.52305556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Taft_Information_Technology_High_School.jpg/330px-Taft_Information_Technology_High_School.jpg,Cincinnati Public Schools
Rock Hill High School (Ohio),https://en.wikipedia.org/wiki/Rock_Hill_High_School_(Ohio),9091213,Ohio,high,"Public, coeducational high school in Ironton, , Ohio, United States",high school,1949,https://www.rockhill.org/,Rock Hill Local School District,390479404631,45638,Q7354475,38.61361111,-82.65861111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Rock_Hill_High_School.jpg/330px-Rock_Hill_High_School.jpg,Public high schools in Ohio
Rocky River High School (Ohio),https://en.wikipedia.org/wiki/Rocky_River_High_School_(Ohio),6616972,Ohio,high,"Public, coeducational high school in Rocky River, Ohio, United States",high school,,,,390447001577,44116,Q7355994,41.47388889,-81.85166667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Rocky_river_%287%29-.jpg/330px-Rocky_river_%287%29-.jpg,Public high schools in Ohio
Roger Bacon High School,https://en.wikipedia.org/wiki/Roger_Bacon_High_School,4971819,Ohio,high,"Parochial, coeducational school in St. Bernard, , Ohio, United States",high school,1928,https://www.rogerbacon.org/,,,45217-1542,Q5768832,39.16277778,-84.5025,0,,Private schools in Cincinnati
"Rogers High School (Toledo, Ohio)","https://en.wikipedia.org/wiki/Rogers_High_School_(Toledo,_Ohio)",6308390,Ohio,high,"Public, coeducational high school in Toledo, , Ohio, United States",high school,1956,http://www.tps.org,Toledo City School District,390449001829,43615,Q7359293,41.64138889,-83.675,757,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Rogers_High_School%2C_Front_Entrance%2C_February_2021.jpg/330px-Rogers_High_School%2C_Front_Entrance%2C_February_2021.jpg,Public high schools in Ohio
Rootstown High School,https://en.wikipedia.org/wiki/Rootstown_High_School,9469879,Ohio,high,"Public school in Rootstown, Ohio, United States",high school,1884,http://www.rootstown.sparcc.org/highschool,Rootstown Local School District,390492103532,44272,Q7366673,41.103757,-81.24157,283,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Rootstown_High_School_front_2.jpg/330px-Rootstown_High_School_front_2.jpg,Public high schools in Ohio
"Ross High School (Hamilton, Ohio)","https://en.wikipedia.org/wiki/Ross_High_School_(Hamilton,_Ohio)",8857750,Ohio,high,"Public high school in Hamilton, , Ohio, United States",high school,,http://www.rossrams.com,Ross Local School District,390461402451,45013,Q7369402,39.3325,-84.63333333,300,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Ross_High_School_%28Ross%2C_Ohio%29.jpg/330px-Ross_High_School_%28Ross%2C_Ohio%29.jpg,Public high schools in Ohio
Rossford High School,https://en.wikipedia.org/wiki/Rossford_High_School,9648127,Ohio,high,"School in Rossford, Ohio, United States",high school,,http://www.rossford.k12.oh.us/,Rossford Exempted Village School District,390456002299,43460,Q7369817,41.6088889,-83.5586111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Rossford_High_School_Front_Entrance%2C_February_2021.jpg/330px-Rossford_High_School_Front_Entrance%2C_February_2021.jpg,Public high schools in Ohio
Rothenberg School,https://en.wikipedia.org/wiki/Rothenberg_School,25770642,Ohio,,"Historic school building in Cincinnati, Ohio",school building,,,,,,Q7370402,39.1141667,-84.5127778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Rothenberg_Elementary_School%2C_Over-the-Rhine%2C_Cincinnati%2C_OH_%2833476310318%29.jpg/330px-Rothenberg_Elementary_School%2C_Over-the-Rhine%2C_Cincinnati%2C_OH_%2833476310318%29.jpg,Public schools in Ohio
Royalmont Academy,https://en.wikipedia.org/wiki/Royalmont_Academy,47654949,Ohio,high,"Private school in Mason, , Ohio, United States",primary school,1996,,,,45040,Q21016144,39.36166667,-84.29638889,0,,Private schools in Cincinnati
Rubyville Elementary School,https://en.wikipedia.org/wiki/Rubyville_Elementary_School,11736170,Ohio,elementary,"Public elementary school in Ohio, U.S.",school,1940,http://www.clay.k12.oh.us/,,,,Q7376435,38.82027778,-82.93833333,0,,Public elementary schools in Ohio
Ruffing Montessori,https://en.wikipedia.org/wiki/Ruffing_Montessori,16922800,Ohio,middle,"Private middle school in Ohio, US",school,1959,http://www.ruffingmontessori.net/,,,44118,Q7377925,41.4861111,-81.5597222,0,,Montessori schools in the United States
"Russia High School (Russia, Ohio)","https://en.wikipedia.org/wiki/Russia_High_School_(Russia,_Ohio)",9546003,Ohio,high,"School in Russia, Ohio, Ohio, United States",high school,,,,390498103699,45363,Q7381942,,,0,,Public high schools in Ohio
"Rutherford B. Hayes High School (Delaware, Ohio)","https://en.wikipedia.org/wiki/Rutherford_B._Hayes_High_School_(Delaware,_Ohio)",8986897,Ohio,high,"Public high school in Delaware, Delaware County, Ohio, United States",high school,1963,http://www.dcs.k12.oh.us/hayeshs,Delaware City School District,390438700850,43015,Q7383321,40.31055556,-83.08,0,,Public high schools in Ohio
Saint Charles Preparatory School,https://en.wikipedia.org/wiki/Saint_Charles_Preparatory_School,1754428,Ohio,high,"Private school in Columbus, , Ohio, United States",school,1923,http://www.stcharlesprep.org,,,43209-1665,Q7401097,39.969231,-82.947403,0,,Boys' schools in Ohio
Saint Ignatius High School (Cleveland),https://en.wikipedia.org/wiki/Saint_Ignatius_High_School_(Cleveland),1139551,Ohio,high,"Private school in Cleveland, Ohio, United States",high school,1886,http://www.ignatius.edu/,,,44113,Q7401380,41.48333333,-81.70777778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/MainBldgFullView.JPG/330px-MainBldgFullView.JPG,Boys' schools in Ohio
"Saint John School (Ashtabula, Ohio)","https://en.wikipedia.org/wiki/Saint_John_School_(Ashtabula,_Ohio)",6755982,Ohio,high,"Private, coeducational school in Ashtabula , Ashtabula County, Ohio, United States",high school,,http://www.ssjp.org/,,,44004-5707,Q7402410,41.82611111,-80.87194444,0,,"High schools in Ashtabula County, Ohio"
"Saint Joseph Academy (Cleveland, Ohio)","https://en.wikipedia.org/wiki/Saint_Joseph_Academy_(Cleveland,_Ohio)",4681868,Ohio,high,"Private, day, college-prep school in Cleveland, , Ohio, United States",school,1890,http://www.sja1890.org/,,,44111,Q7401540,41.46,-81.8175,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Saint_Joseph_Academy_Campus.jpg/330px-Saint_Joseph_Academy_Campus.jpg,Girls' schools in Ohio
"Saint Joseph Central Catholic High School (Fremont, Ohio)","https://en.wikipedia.org/wiki/Saint_Joseph_Central_Catholic_High_School_(Fremont,_Ohio)",9090946,Ohio,high,"Private, coeducational school in Fremont, Ohio, United States",high school,1908,http://sjcc.bishop-hoffman.net/,,,43420-2417,Q7401546,41.34694444,-83.11888889,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/St._Joseph%27s_Catholic_Church_in_Fremont.jpg/330px-St._Joseph%27s_Catholic_Church_in_Fremont.jpg,"High schools in Sandusky County, Ohio"
"Saint Joseph Central High School (Ironton, Ohio)","https://en.wikipedia.org/wiki/Saint_Joseph_Central_High_School_(Ironton,_Ohio)",9090794,Ohio,high,"Private, coeducational school in Ironton, , Ohio, United States",high school,,http://irontoncatholicschools.weebly.com/st-joseph-high-school.html,,,45638,Q7401547,38.53,-82.67722222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Ironton_St._Joe%27s_High_School.jpg/330px-Ironton_St._Joe%27s_High_School.jpg,Private middle schools in Ohio
"Saint Mark's Lutheran School and Church (Milford, Ohio)","https://en.wikipedia.org/wiki/Saint_Mark's_Lutheran_School_and_Church_(Milford,_Ohio)",48014158,Ohio,,"Preschool, grade school in the United States",school,,,,,,Q22908452,39.18805556,-84.21863889,0,,Schools in Ohio
Salem High School (Ohio),https://en.wikipedia.org/wiki/Salem_High_School_(Ohio),8957370,Ohio,high,"Public, coeducational high school in Salem, Ohio, United States",high school,1860,http://www.edline.net/pages/SalemHighSchool,Salem City School District,391000601593,44460,Q7404116,40.90694444,-80.84472222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Salem_HS_THE_ONE.jpg/330px-Salem_HS_THE_ONE.jpg,Public high schools in Ohio
Sandusky High School,https://en.wikipedia.org/wiki/Sandusky_High_School,5195632,Ohio,high,"Public, coeducational high school in Sandusky, Ohio, United States",high school,,http://www.scs-k12.net/sanduskyhighschool_home.aspx,Sandusky City School District,390447401605,44870,Q7417012,41.43444444,-82.71305556,0,,Public high schools in Ohio
Sandy Valley High School,https://en.wikipedia.org/wiki/Sandy_Valley_High_School,8424071,Ohio,high,"Public, coeducational high school in Sandy Township, , Ohio, United States",high school,,http://www.svlocal.org/,Sandy Valley Local School District,390499403770,44643,Q7417514,40.63722222,-81.35305556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Sandy_Valley_HS_8-13-24_thumbnail_IMG_3556.jpg/330px-Sandy_Valley_HS_8-13-24_thumbnail_IMG_3556.jpg,Public high schools in Ohio
School for Creative and Performing Arts,https://en.wikipedia.org/wiki/School_for_Creative_and_Performing_Arts,25456621,Ohio,high,"School in Cincinnati, Ohio, United States",university,1973,https://scpa.cps-k12.org/,Cincinnati Public Schools,390437500316,,Q7432347,39.11055556,-84.51,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/SCPA_logo.svg/330px-SCPA_logo.svg.png,Magnet schools in Ohio
Sciotoville Community School,https://en.wikipedia.org/wiki/Sciotoville_Community_School,9543303,Ohio,high,"High school in Sciotoville, Ohio, United States",high school,1927,http://www.east.k12.oh.us,,,,Q17031249,38.758611,-82.888333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Sciotoville_Community_High_School.jpg/330px-Sciotoville_Community_High_School.jpg,Charter schools in Ohio
Scott High School (Ohio),https://en.wikipedia.org/wiki/Scott_High_School_(Ohio),6644076,Ohio,high,"Public, coeducational high school in Toledo, , Ohio, United States",high school,,http://www.tps.org,Toledo City School District,390449005361,43613,Q7436496,41.66916667,-83.55416667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Scott_High_School_%28Toledo%2C_OH%29.jpg/330px-Scott_High_School_%28Toledo%2C_OH%29.jpg,Public high schools in Ohio
Seneca East High School,https://en.wikipedia.org/wiki/Seneca_East_High_School,9544416,Ohio,high,Public school in the United States,high school,,http://www.senecaeast.net/SEHS/SEHS.htm,,390496803670,,Q7450291,41.078889,-82.915556,0,,Public elementary schools in Ohio
"Seton High School (Cincinnati, Ohio)","https://en.wikipedia.org/wiki/Seton_High_School_(Cincinnati,_Ohio)",8856319,Ohio,high,"Private, all-girls school in Cincinnati, , Ohio, United States",high school,1854,https://www.setoncincinnati.org/,,,45205,Q7456796,39.11305556,-84.57861111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Seton_HS_from_northeast.jpg/330px-Seton_HS_from_northeast.jpg,Girls' schools in Ohio
Seven Hills School,https://en.wikipedia.org/wiki/Seven_Hills_School,5937047,Ohio,high,"Private school in Cincinnati, Ohio, US",school,1974,https://www.7hills.org,,,,Q7457282,39.16666667,-84.40222222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/The_Seven_Hills_School_logo_2017.svg/330px-The_Seven_Hills_School_logo_2017.svg.png,Private schools in Cincinnati
